player_name,total_pa,uab,cab,uab_rate,cab_rate,CAB+
ernie clement,563,132,431,23.45,76.55,123.8
trea turner,633,149,484,23.54,76.46,123.2
william contreras,637,150,487,23.55,76.45,123.1
jonathan aranda,395,93,302,23.54,76.46,123.1
carlos correa,567,134,433,23.63,76.37,122.5
jung hoo lee,590,140,450,23.73,76.27,121.9
rhys hoskins,316,75,241,23.73,76.27,121.9
brooks lee,513,122,391,23.78,76.22,121.5
daylen lile,340,81,259,23.82,76.18,121.3
shohei ohtani,671,160,511,23.85,76.15,121.1
manny machado,649,155,494,23.88,76.12,120.9
randy arozarena,673,161,512,23.92,76.08,120.6
gabriel moreno,284,68,216,23.94,76.06,120.5
heriberto hernandez,284,68,216,23.94,76.06,120.5
wyatt langford,551,132,419,23.96,76.04,120.4
cody bellinger,626,150,476,23.96,76.04,120.3
nolan schanuel,538,129,409,23.98,76.02,120.2
kyle tucker,545,131,414,24.04,75.96,119.8
myles straw,290,70,220,24.14,75.86,119.2
geraldo perdomo,688,166,522,24.13,75.87,119.2
luke keaschall,207,50,157,24.15,75.85,119.1
luis garcía,505,122,383,24.16,75.84,119.0
kyle schwarber,686,166,520,24.2,75.8,118.8
rafael devers,688,167,521,24.27,75.73,118.3
jacob young,346,84,262,24.28,75.72,118.3
ryan o'hearn,514,125,389,24.32,75.68,118.0
jose iglesias,333,81,252,24.32,75.68,118.0
josh naylor,578,141,437,24.39,75.61,117.5
matt olson,691,169,522,24.46,75.54,117.1
gunnar henderson,629,154,475,24.48,75.52,117.0
francisco álvarez,265,65,200,24.53,75.47,116.7
davis schneider,216,53,163,24.54,75.46,116.6
max muncy,362,89,273,24.59,75.41,116.3
víctor caratini,369,91,278,24.66,75.34,115.8
trevor larnach,546,135,411,24.73,75.27,115.5
jake meyers,372,92,280,24.73,75.27,115.4
tommy pham,416,103,313,24.76,75.24,115.2
alec bohm,468,116,352,24.79,75.21,115.1
kerry carpenter,444,110,334,24.77,75.23,115.1
jonathan india,544,135,409,24.82,75.18,114.9
eric wagaman,494,123,371,24.9,75.1,114.4
george springer,550,137,413,24.91,75.09,114.3
liam hicks,373,93,280,24.93,75.07,114.2
nolan arenado,409,102,307,24.94,75.06,114.1
nathan lukes,415,104,311,25.06,74.94,113.4
michael busch,550,138,412,25.09,74.91,113.2
ozzie albies,647,163,484,25.19,74.81,112.6
jazz chisholm,508,128,380,25.2,74.8,112.6
freddy fermin,333,84,249,25.23,74.77,112.4
josh smith,554,140,414,25.27,74.73,112.1
willy adames,656,166,490,25.3,74.7,111.9
bo naylor,391,99,292,25.32,74.68,111.8
andrew mccutchen,525,133,392,25.33,74.67,111.8
isaac collins,430,109,321,25.35,74.65,111.7
byron buxton,511,130,381,25.44,74.56,111.1
junior caminero,621,158,463,25.44,74.56,111.1
santiago espinal,322,82,240,25.47,74.53,111.0
jake mangum,404,103,301,25.5,74.5,110.8
jeff mcneil,447,114,333,25.5,74.5,110.8
javier sanoja,329,84,245,25.53,74.47,110.6
cal raleigh,656,168,488,25.61,74.39,110.2
heliot ramos,664,170,494,25.6,74.4,110.2
nick gonzales,390,100,290,25.64,74.36,110.0
tommy edman,347,89,258,25.65,74.35,109.9
jake cronenworth,486,125,361,25.72,74.28,109.5
miguel vargas,536,138,398,25.75,74.25,109.4
ronald acuña,395,102,293,25.82,74.18,108.9
ke'bryan hayes,538,139,399,25.84,74.16,108.9
gavin sheets,518,134,384,25.87,74.13,108.7
brent rooker,664,172,492,25.9,74.1,108.5
freddie freeman,601,156,445,25.96,74.04,108.2
james wood,654,170,484,25.99,74.01,108.0
dane myers,319,83,236,26.02,73.98,107.8
mitch garver,269,70,199,26.02,73.98,107.8
marcell ozuna,561,146,415,26.02,73.98,107.8
ty france,476,124,352,26.05,73.95,107.6
j. p. crawford,629,164,465,26.07,73.93,107.5
jakob marsee,218,57,161,26.15,73.85,107.1
zach neto,550,144,406,26.18,73.82,106.9
luis torrens,263,69,194,26.24,73.76,106.6
luis urías,327,86,241,26.3,73.7,106.3
kody clemens,369,97,272,26.29,73.71,106.3
edgar quero,387,102,285,26.36,73.64,106.0
randal grichuk,280,74,206,26.43,73.57,105.6
shea langeliers,492,130,362,26.42,73.58,105.6
evan carter,219,58,161,26.48,73.52,105.3
keibert ruiz,253,67,186,26.48,73.52,105.3
tyler soderstrom,589,156,433,26.49,73.51,105.3
josh rojas,211,56,155,26.54,73.46,105.0
addison barger,486,129,357,26.54,73.46,104.9
dominic smith,226,60,166,26.55,73.45,104.9
hunter goodman,546,145,401,26.56,73.44,104.9
dylan carlson,237,63,174,26.58,73.42,104.7
corey seager,421,112,309,26.6,73.4,104.6
jo adell,552,147,405,26.63,73.37,104.5
max kepler,454,121,333,26.65,73.35,104.4
oneil cruz,518,138,380,26.64,73.36,104.4
colt keith,450,120,330,26.67,73.33,104.3
jacob wilson,495,132,363,26.67,73.33,104.3
casey schmitt,337,90,247,26.71,73.29,104.1
julio rodríguez,674,180,494,26.71,73.29,104.1
nick kurtz,471,126,345,26.75,73.25,103.8
kyle higashioka,314,84,230,26.75,73.25,103.8
brett baty,418,112,306,26.79,73.21,103.6
royce lewis,391,105,286,26.85,73.15,103.3
jeremy peña,529,142,387,26.84,73.16,103.3
bryan reynolds,614,165,449,26.87,73.13,103.2
elly de la cruz,658,177,481,26.9,73.1,103.1
dansby swanson,601,162,439,26.96,73.04,102.8
miguel rojas,289,78,211,26.99,73.01,102.6
spencer horwitz,399,108,291,27.07,72.93,102.2
michael harris,613,166,447,27.08,72.92,102.1
abraham toro,284,77,207,27.11,72.89,101.9
andy pages,586,159,427,27.13,72.87,101.8
brandon marsh,398,108,290,27.14,72.86,101.8
spencer torkelson,611,166,445,27.17,72.83,101.7
kristian campbell,243,66,177,27.16,72.84,101.7
andrew benintendi,456,124,332,27.19,72.81,101.5
romy gonzalez,327,89,238,27.22,72.78,101.4
nathaniel lowe,579,158,421,27.29,72.71,101.0
taylor ward,640,175,465,27.34,72.66,100.8
jose trevino,289,79,210,27.34,72.66,100.8
gavin lux,479,131,348,27.35,72.65,100.7
chandler simpson,431,118,313,27.38,72.62,100.6
cedric mullins,471,129,342,27.39,72.61,100.5
wenceel pérez,365,100,265,27.4,72.6,100.5
sal frelick,569,156,413,27.42,72.58,100.4
luis rengifo,514,141,373,27.43,72.57,100.3
ryan jeffers,440,121,319,27.5,72.5,100.0
seiya suzuki,602,166,436,27.57,72.43,99.6
ramón laureano,486,134,352,27.57,72.43,99.6
caleb durbin,499,138,361,27.66,72.34,99.2
mark vientos,437,121,316,27.69,72.31,99.0
christian yelich,614,170,444,27.69,72.31,99.0
mickey moniak,455,126,329,27.69,72.31,99.0
agustín ramírez,570,158,412,27.72,72.28,98.9
yainer diaz,541,150,391,27.73,72.27,98.8
dylan crews,299,83,216,27.76,72.24,98.7
alek thomas,449,125,324,27.84,72.16,98.3
jordan westburg,316,88,228,27.85,72.15,98.3
lourdes gurriel,528,147,381,27.84,72.16,98.3
ian happ,614,171,443,27.85,72.15,98.2
victor scott,438,122,316,27.85,72.15,98.2
jackson chourio,556,155,401,27.88,72.12,98.1
ryan mcmahon,563,157,406,27.89,72.11,98.1
adolis garcía,520,145,375,27.88,72.12,98.1
jackson holliday,616,172,444,27.92,72.08,97.9
willson contreras,544,152,392,27.94,72.06,97.8
ramón urías,361,101,260,27.98,72.02,97.6
cj abrams,607,170,437,28.01,71.99,97.5
kyle isbel,400,112,288,28.0,72.0,97.5
nacho alvarez,200,56,144,28.0,72.0,97.5
andrés giménez,335,94,241,28.06,71.94,97.2
jake burger,349,98,251,28.08,71.92,97.1
austin riley,427,120,307,28.1,71.9,97.0
xavier edwards,580,163,417,28.1,71.9,97.0
otto lopez,555,156,399,28.11,71.89,97.0
joey ortiz,483,136,347,28.16,71.84,96.8
pete crow-armstrong,603,170,433,28.19,71.81,96.6
thomas saggese,283,80,203,28.27,71.73,96.2
lawrence butler,603,171,432,28.36,71.64,95.8
tyrone taylor,321,91,230,28.35,71.65,95.8
edouard julien,201,57,144,28.36,71.64,95.8
carson kelly,401,114,287,28.43,71.57,95.5
brooks baldwin,306,87,219,28.43,71.57,95.5
nick fortes,225,64,161,28.44,71.56,95.4
brenton doyle,506,144,362,28.46,71.54,95.3
brandon lowe,530,151,379,28.49,71.51,95.2
joey bart,304,87,217,28.62,71.38,94.6
teoscar hernández,510,146,364,28.63,71.37,94.5
corbin carroll,614,176,438,28.66,71.34,94.4
starling marte,314,90,224,28.66,71.34,94.4
matt wallner,383,110,273,28.72,71.28,94.1
edmundo sosa,240,69,171,28.75,71.25,94.0
cole young,247,71,176,28.74,71.26,94.0
lamonte wade,226,65,161,28.76,71.24,93.9
yoán moncada,271,78,193,28.78,71.22,93.8
adam frazier,427,123,304,28.81,71.19,93.7
jared triolo,354,102,252,28.81,71.19,93.7
coby mayo,281,81,200,28.83,71.17,93.6
mike tauchman,385,111,274,28.83,71.17,93.6
jac caglianone,225,65,160,28.89,71.11,93.3
j. t. realmuto,525,152,373,28.95,71.05,93.1
danny jansen,321,93,228,28.97,71.03,93.0
austin hays,416,121,295,29.09,70.91,92.5
kyle manzardo,502,146,356,29.08,70.92,92.5
josh jung,488,142,346,29.1,70.9,92.4
carlos santana,460,134,326,29.13,70.87,92.3
brady house,267,78,189,29.21,70.79,91.9
lenyn sosa,520,152,368,29.23,70.77,91.8
tj friedl,656,192,464,29.27,70.73,91.6
jake fraley,205,60,145,29.27,70.73,91.6
orlando arcia,201,59,142,29.35,70.65,91.3
christian walker,610,179,431,29.34,70.66,91.3
kyle teel,279,82,197,29.39,70.61,91.1
jarren duran,663,195,468,29.41,70.59,91.0
miguel andújar,306,90,216,29.41,70.59,91.0
nolan jones,397,117,280,29.47,70.53,90.8
jesús sánchez,485,143,342,29.48,70.52,90.7
luis robert,413,122,291,29.54,70.46,90.5
anthony volpe,569,168,401,29.53,70.47,90.5
carlos narváez,436,129,307,29.59,70.41,90.2
michael conforto,452,134,318,29.65,70.35,90.0
jordan beck,560,166,394,29.64,70.36,90.0
noelvi marte,344,102,242,29.65,70.35,90.0
jasson domínguez,418,124,294,29.67,70.33,89.9
tim tawa,212,63,149,29.72,70.28,89.7
kyle stowers,441,131,310,29.71,70.29,89.7
jake mccarthy,202,60,142,29.7,70.3,89.7
ezequiel tovar,358,107,251,29.89,70.11,89.0
michael toglia,321,96,225,29.91,70.09,88.9
nick castellanos,561,168,393,29.95,70.05,88.7
enrique hernández,226,68,158,30.09,69.91,88.1
ryan mountcastle,332,100,232,30.12,69.88,88.0
mauricio dubón,375,113,262,30.13,69.87,87.9
curtis mead,255,77,178,30.2,69.8,87.7
josé altuve,626,189,437,30.19,69.81,87.7
masyn winn,522,158,364,30.27,69.73,87.4
isiah kiner-falefa,439,133,306,30.3,69.7,87.2
rowdy tellez,297,90,207,30.3,69.7,87.2
wilmer flores,445,135,310,30.34,69.66,87.1
pavin smith,279,85,194,30.47,69.53,86.6
taylor walls,308,94,214,30.52,69.48,86.3
austin wells,426,130,296,30.52,69.48,86.3
connor norby,323,99,224,30.65,69.35,85.8
will benson,248,76,172,30.65,69.35,85.8
daniel schneemann,407,125,282,30.71,69.29,85.6
mike trout,524,161,363,30.73,69.27,85.5
salvador pérez,602,185,417,30.73,69.27,85.5
matt mclain,547,168,379,30.71,69.29,85.5
angel martínez,472,145,327,30.72,69.28,85.5
eugenio suárez,627,193,434,30.78,69.22,85.3
riley adams,279,86,193,30.82,69.18,85.1
harrison bader,480,148,332,30.83,69.17,85.1
jj bleday,314,97,217,30.89,69.11,84.8
matt shaw,398,123,275,30.9,69.1,84.8
ceddanne rafaela,559,174,385,31.13,68.87,83.9
jonah heim,416,130,286,31.25,68.75,83.4
jackson merrill,450,141,309,31.33,68.67,83.1
michael massey,248,78,170,31.45,68.55,82.6
christopher morel,285,90,195,31.58,68.42,82.2
eli white,269,85,184,31.6,68.4,82.1
trevor story,626,198,428,31.63,68.37,82.0
logan o'hoppe,427,135,292,31.62,68.38,82.0
brayan rocchio,357,113,244,31.65,68.35,81.9
spencer steer,540,171,369,31.67,68.33,81.8
ben williamson,295,94,201,31.86,68.14,81.1
elías díaz,270,86,184,31.85,68.15,81.1
blaze alexander,257,82,175,31.91,68.09,80.9
colton cowser,326,104,222,31.9,68.1,80.9
josé caballero,356,114,242,32.02,67.98,80.5
wilyer abreu,387,124,263,32.04,67.96,80.4
michael taylor,308,99,209,32.14,67.86,80.1
jordan walker,372,120,252,32.26,67.74,79.6
patrick bailey,434,141,293,32.49,67.51,78.8
dillon dingler,446,145,301,32.51,67.49,78.7
sean murphy,336,111,225,33.04,66.96,76.9
zach mckinstry,490,162,328,33.06,66.94,76.8
kyle farmer,288,96,192,33.33,66.67,75.8
kameron misner,207,69,138,33.33,66.67,75.8
cam smith,474,158,316,33.33,66.67,75.8
tyler stephenson,332,111,221,33.43,66.57,75.5
otto kemp,215,72,143,33.49,66.51,75.3
javier báez,412,138,274,33.5,66.5,75.3
colson montgomery,265,89,176,33.58,66.42,75.0
josh lowe,425,144,281,33.88,66.12,74.0
willi castro,435,148,287,34.02,65.98,73.5
riley greene,624,213,411,34.13,65.87,73.2
henry davis,275,94,181,34.18,65.82,73.0
nick allen,409,140,269,34.23,65.77,72.9
jorge soler,299,103,196,34.45,65.55,72.2
nolan gorman,385,133,252,34.55,65.45,71.9
alexander canario,227,79,148,34.8,65.2,71.0
trey sweeney,308,108,200,35.06,64.94,70.2
robert hassell,202,71,131,35.15,64.85,70.0
giancarlo stanton,264,93,171,35.23,64.77,69.7
gabriel arias,444,157,287,35.36,64.64,69.3
daulton varsho,254,90,164,35.43,64.57,69.1
oswald peraza,259,92,167,35.52,64.48,68.8
drew waters,219,78,141,35.62,64.38,68.6
dylan moore,230,83,147,36.09,63.91,67.2
pedro pagés,378,139,239,36.77,63.23,65.2
tyler fitzgerald,229,86,143,37.55,62.45,63.1
travis d'arnaud,227,86,141,37.89,62.11,62.2
